,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Partner,Children,Education_Level,Years_Customer,Days_Customer
563,45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,40,215,15,1,1,2,Postgraduate,2,786
564,40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,444,20,0,1,1,Graduate,1,628
565,47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,47,5,0,1,2,Undergraduate,1,412
566,27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,63,143,7,0,1,0,Postgraduate,1,600
567,39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,55,7,0,1,1,Graduate,0,277
568,26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,63,11,0,1,2,Undergraduate,0,232
569,79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59,1867,22,4,0,0,Graduate,2,804
570,61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,611,20,0,1,1,Postgraduate,1,448
571,53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,473,18,1,1,1,Graduate,0,203
572,24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,55,6,0,1,0,Graduate,1,473
573,39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,30,81,7,1,0,1,Postgraduate,2,726
574,92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,39,2086,21,3,1,0,Postgraduate,2,724
575,69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,1478,20,0,0,0,Postgraduate,1,421
576,33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,49,5,0,1,1,Graduate,0,310
577,59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,42,382,15,0,1,0,Postgraduate,1,392
578,17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,39,69,9,1,1,1,Postgraduate,1,443
579,23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,67,6,0,0,1,Graduate,2,771
580,42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,45,30,6,0,1,2,Postgraduate,1,413
581,26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36,63,9,0,1,1,Undergraduate,1,609
582,31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,33,79,10,0,1,1,Graduate,2,841
583,30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,53,42,5,0,0,1,Graduate,1,653
584,62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,54,819,23,0,1,1,Graduate,2,827
585,72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59,1151,17,0,0,0,Graduate,1,445
586,61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,66,594,20,0,1,2,Postgraduate,2,815
587,49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,48,129,11,0,1,2,Postgraduate,1,679
588,21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28,213,12,1,0,1,Postgraduate,2,707
589,42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,67,7,0,0,1,Graduate,0,34
590,26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,58,28,5,0,0,3,Graduate,1,398
591,30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,39,45,6,0,1,1,Undergraduate,2,771
592,81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,1193,18,1,1,0,Graduate,0,154
593,26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,268,12,0,0,0,Postgraduate,1,474
594,45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,70,266,12,0,0,0,Postgraduate,1,506
595,18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,41,37,5,0,1,1,Undergraduate,2,754
596,22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,37,7,0,1,3,Graduate,1,404
597,48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,45,882,25,1,0,0,Postgraduate,2,816
598,45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,40,373,18,0,1,2,Graduate,1,498
599,35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,49,35,6,0,0,3,Postgraduate,1,549
600,54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,36,42,5,0,0,2,Graduate,1,628
601,30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,54,326,17,0,1,1,Postgraduate,2,841
602,54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,53,404,17,0,1,1,Postgraduate,1,394
603,31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,43,95,6,0,0,0,Graduate,1,510
604,72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,939,14,2,0,0,Graduate,0,64
605,36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36,33,5,0,0,1,Undergraduate,1,343
606,72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,981,21,1,1,0,Undergraduate,1,640
607,13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,38,36,7,0,1,1,Graduate,1,685
608,84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,39,1237,20,0,0,1,Graduate,1,640
609,70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,54,1825,34,1,1,1,Graduate,2,806
610,34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,37,103,9,0,0,2,Postgraduate,2,910
611,28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,37,191,12,0,0,1,Graduate,2,718
612,69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,44,1586,25,0,1,1,Postgraduate,1,382
613,65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,56,963,14,0,1,0,Postgraduate,0,176
614,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,889,26,0,1,1,Undergraduate,0,325
615,32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,54,93,7,2,0,0,Undergraduate,0,294
616,83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,41,1587,21,1,0,0,Graduate,1,597
617,46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,16,4,0,0,3,Graduate,0,64
618,84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,62,1375,32,0,0,0,Graduate,1,609
619,56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,52,393,14,0,1,1,Graduate,1,492
620,63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,64,1477,26,1,0,1,Postgraduate,2,799
621,73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,43,1179,18,1,1,1,Graduate,1,543
622,63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,1005,26,0,1,1,Graduate,2,940
623,76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,66,1348,21,0,1,0,Postgraduate,0,207
624,62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,55,1307,23,0,0,1,Postgraduate,2,706
625,45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,50,486,15,1,0,1,Graduate,1,519
626,77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,67,2252,13,3,1,0,Postgraduate,1,429
627,46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,43,235,17,0,1,2,Postgraduate,1,475
628,105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,44,1724,30,3,1,0,Graduate,1,684
629,55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,44,235,11,0,0,1,Postgraduate,1,358
630,78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,1092,28,0,1,1,Postgraduate,0,197
631,66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,56,599,17,0,1,1,Graduate,1,446
632,98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,2008,19,1,0,0,Postgraduate,0,292
633,29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,29,48,6,0,1,1,Graduate,2,831
634,67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,1174,32,0,1,1,Graduate,2,728
635,50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,64,67,7,0,1,1,Postgraduate,0,237
636,49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,59,365,15,0,0,1,Graduate,2,1003
637,61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,61,165,10,0,1,1,Graduate,0,249
638,26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,210,11,0,1,0,Undergraduate,2,805
639,73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,67,1095,26,0,1,1,Postgraduate,1,462
640,46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,48,223,12,1,0,3,Postgraduate,1,411
641,56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,51,597,22,0,1,1,Graduate,2,877
642,19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,22,4,0,1,1,Graduate,1,387
643,58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,1064,24,0,0,1,Graduate,1,346
644,25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,34,74,6,0,1,0,Undergraduate,2,880
645,14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,58,26,5,0,1,0,Postgraduate,1,704
646,18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,60,5,0,1,0,Graduate,2,708
647,45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,40,20,4,0,1,1,Postgraduate,1,569
648,21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,27,59,7,0,0,1,Undergraduate,1,437
649,29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,46,34,5,0,1,1,Postgraduate,1,457
650,54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,198,12,0,1,2,Undergraduate,1,513
651,59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,50,1048,28,0,1,1,Postgraduate,1,495
652,59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,52,574,21,0,0,2,Postgraduate,1,482
653,66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,44,1029,17,0,0,1,Graduate,2,727
654,77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,34,670,20,0,1,1,Graduate,1,355
655,52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,990,16,0,0,1,Postgraduate,2,1059
656,26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,11,4,0,1,2,Graduate,0,198
657,81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,51,1241,21,2,1,1,Postgraduate,2,767
658,70337,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,35,576,17,0,0,0,Graduate,0,308
659,36145,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,29,172,12,2,1,1,Undergraduate,1,538
660,65295,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,34,664,20,0,0,0,Postgraduate,1,348
661,68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,928,23,0,0,1,Graduate,1,414
662,68743,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,47,2074,30,0,0,0,Graduate,2,828
663,41039,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,32,467,15,0,1,0,Undergraduate,1,499
664,38946,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,59,257,12,0,1,1,Graduate,1,408
665,65777,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,47,1146,17,0,1,0,Graduate,1,352
666,66476,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,38,689,20,0,0,1,Postgraduate,1,521
667,86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,2114,22,1,0,0,Postgraduate,2,727
668,77845,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,25,1346,21,2,1,0,Postgraduate,0,204
669,69476,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,45,1044,15,0,1,0,Postgraduate,1,432
670,50611,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,54,493,22,2,0,1,Postgraduate,2,970
671,61209,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,44,957,13,0,0,0,Graduate,1,468
672,42315,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,56,270,12,0,1,1,Postgraduate,1,364
673,13084,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,62,29,5,0,1,0,Undergraduate,1,663
674,47570,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,65,121,9,1,0,2,Postgraduate,1,556
675,61923,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,53,126,8,0,1,2,Postgraduate,1,498
676,34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,23,4,0,0,0,Graduate,0,255
677,26518,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,65,57,8,1,0,2,Postgraduate,1,489
678,45938,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,53,636,20,0,0,0,Graduate,1,635
679,78468,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,54,1004,28,1,1,0,Graduate,0,93
680,78901,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,41,734,20,0,0,1,Graduate,1,445
681,71427,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,36,614,20,0,1,2,Graduate,0,3
682,71022,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,36,1453,21,1,0,1,Graduate,0,34
683,90247,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,26,1621,15,4,0,0,Postgraduate,0,221
684,41335,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,46,187,12,0,0,1,Postgraduate,1,345
685,71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,1443,22,2,1,1,Graduate,1,431
686,35682,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,44,57,6,0,0,1,Postgraduate,0,162
687,43185,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,63,637,20,0,0,1,Graduate,1,428
688,66375,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,66,948,14,1,1,1,Postgraduate,1,380
689,35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,59,5,2,1,1,Postgraduate,1,431
690,25252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,28,18,4,0,1,1,Graduate,1,364
691,55250,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,49,903,26,0,0,1,Postgraduate,2,776
692,33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,112,8,0,0,1,Graduate,1,654
693,58398,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,61,596,20,0,1,0,Graduate,1,571
694,50272,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,32,233,13,0,1,1,Graduate,1,516
695,76618,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,39,1511,11,0,1,0,Postgraduate,2,877
696,87305,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,54,1152,17,2,0,0,Undergraduate,2,804
697,25851,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,36,48,7,0,1,1,Graduate,1,399
698,58710,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,44,1185,31,0,0,1,Graduate,1,615
699,45160,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,56,21,4,0,0,2,Graduate,0,252
700,74806,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,49,965,16,0,1,1,Postgraduate,2,717
701,59111,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,60,869,21,0,1,0,Graduate,1,669
702,18988,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,30,16,6,0,1,1,Postgraduate,0,197
703,72190,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,49,1947,16,0,1,0,Graduate,1,661
704,7500,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,38,71,12,2,1,1,Graduate,2,1063
705,44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,65,6,0,1,1,Graduate,0,122
706,80395,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,59,1380,24,1,1,0,Graduate,1,378
707,75012,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,38,1027,23,0,0,0,Postgraduate,0,315
708,56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,49,411,21,0,1,3,Postgraduate,1,391
709,89891,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,23,836,26,1,1,0,Graduate,1,600
710,35946,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,65,11,4,0,0,2,Postgraduate,1,435
711,53593,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,61,480,23,0,1,2,Postgraduate,2,881
712,66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,606,23,0,1,2,Graduate,1,365
713,45072,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,66,284,16,0,0,3,Postgraduate,1,416
714,89694,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,41,1472,14,3,0,2,Graduate,1,452
715,72025,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,65,1677,26,4,1,0,Graduate,0,221
716,67432,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,41,1335,19,0,1,1,Graduate,1,617
717,70545,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,62,334,13,0,1,1,Postgraduate,0,275
718,17487,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,25,18,4,0,1,1,Undergraduate,1,628
719,62882,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,45,1338,20,0,1,1,Graduate,2,819
720,64108,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,61,1099,30,0,0,1,Postgraduate,1,623
721,34941,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,58,97,8,0,1,2,Postgraduate,1,551
722,48767,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,64,63,9,0,0,3,Postgraduate,0,339
723,38702,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,36,109,9,0,1,1,Undergraduate,1,697
724,82224,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,50,902,21,1,1,0,Graduate,0,315
725,83844,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,62,1574,20,1,1,0,Graduate,1,366
726,17003,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,39,38,9,0,1,1,Undergraduate,1,450
727,71163,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,19,960,24,0,0,0,Graduate,0,94
728,33697,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,44,28,4,1,0,1,Graduate,1,447
729,63564,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,60,1215,28,2,1,0,Undergraduate,0,311
730,83443,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,42,1497,22,0,1,0,Postgraduate,1,340
731,51518,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,56,449,17,0,1,1,Postgraduate,1,636
732,58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,1064,24,0,0,1,Graduate,1,346
733,80952,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,45,1757,25,4,1,0,Graduate,1,646
734,75507,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,35,1440,21,0,1,0,Graduate,0,304
735,63855,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,36,1006,24,0,1,0,Undergraduate,1,460
736,62220,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,42,1226,23,1,1,1,Postgraduate,2,758
737,58512,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,50,1171,20,0,1,1,Graduate,1,443
738,40662,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,35,92,8,0,1,1,Postgraduate,1,631
739,38829,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,55,99,8,0,1,1,Postgraduate,0,185
740,35523,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,33,66,8,0,1,1,Undergraduate,1,636
741,79146,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,564,19,0,0,2,Graduate,0,226
742,78285,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,26,1427,21,0,1,0,Postgraduate,1,404
743,31626,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,36,86,6,2,0,1,Postgraduate,1,427
744,75127,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,62,833,19,0,0,0,Graduate,0,198
745,48726,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,59,242,12,0,1,1,Graduate,1,588
746,74985,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,37,1869,17,0,1,0,Graduate,2,757
747,67430,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,27,1364,29,0,1,0,Graduate,2,941
748,46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,183,8,0,1,1,Undergraduate,1,696
749,62058,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,58,450,18,0,1,1,Postgraduate,1,559
750,72063,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,35,758,21,0,1,1,Graduate,1,639
751,78939,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,63,1507,20,0,1,0,Postgraduate,1,359
752,42720,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,49,654,25,1,0,2,Graduate,1,591
753,33622,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,42,81,9,0,1,2,Graduate,1,602
754,6835,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,57,137,1,0,1,1,Postgraduate,2,846
755,41452,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,61,16,4,0,1,2,Graduate,1,551
756,40760,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,49,93,8,0,0,1,Postgraduate,1,463
757,74250,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,56,1158,18,0,1,0,Postgraduate,0,314
758,51124,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,59,43,6,0,0,2,Postgraduate,1,353
759,72258,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,43,1525,22,0,0,1,Graduate,1,362
760,71466,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,40,1230,19,0,0,0,Postgraduate,0,216
761,36283,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,38,29,6,0,1,2,Graduate,0,236
762,20587,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,44,25,5,0,0,1,Graduate,0,31
763,30467,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,42,24,4,0,1,1,Graduate,0,262
764,31590,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,42,38,5,0,1,1,Graduate,1,536
765,20425,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,28,57,7,0,1,1,Undergraduate,2,768
766,17144,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,54,47,12,0,1,2,Postgraduate,0,294
767,42564,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,46,813,24,2,0,1,Postgraduate,1,673
768,43783,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,36,629,22,1,1,1,Postgraduate,0,191
769,40780,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,38,377,17,0,0,1,Graduate,2,849
770,62847,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,69,1612,14,0,1,0,Postgraduate,1,690
771,82017,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,57,729,17,4,1,0,Postgraduate,2,878
772,16813,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,64,50,6,1,0,0,Graduate,1,505
